,MSZoning,Street,MSSubClass,LotArea,LandSlope,BldgType,HouseStyle,RoofStyle,RoofMatl,ExteriorComb,ExteriorCondComb,MasVnrType,MasVnrArea,Foundation,BsmtCondComb,TotalBsmtSF,LowQualFinSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,KitchenAbvGr,KitchenQual,TotalBaths,1stFlrSF,2ndFlrSF,FireplaceComb,HeatingCOmb,CentralAir,TotalPorchArea,WoodDeckSF,GarageArea,PoolArea,Utilities,Electrical,MiscVal,SaleType,SaleCondition,OverallCondComb
318,10,2,60,9900,2,65,80,3,80,12,12,3,256.0,4,12,1347,0,2646,4,9,1,4,2.5,1372,1274,3,15,1,204,340,656,0,4,6,0,10,6,35
319,10,2,80,14115,3,65,55,3,80,22,9,3,225.0,3,12,1372,0,1472,3,6,1,3,2.0,1472,0,6,9,1,48,233,588,0,4,6,0,10,6,35
320,10,2,60,16259,3,65,80,3,80,36,9,5,370.0,4,20,1249,0,2596,4,9,1,4,3.5,1249,1347,0,15,1,154,240,840,0,4,6,0,7,2,45
321,10,2,60,12099,3,65,80,3,80,36,12,3,388.0,4,15,1136,0,2468,4,10,1,4,2.5,1136,1332,4,15,1,154,184,872,0,4,6,0,10,6,40
322,10,2,60,10380,3,65,80,3,80,22,12,3,172.0,3,9,1502,0,2730,4,8,1,4,2.5,1553,1177,3,15,1,96,201,576,0,4,6,0,10,6,35
323,6,2,20,5820,3,65,50,3,80,36,12,0,0.0,3,9,1162,0,1163,3,6,1,3,1.0,1163,0,0,15,1,98,142,220,0,4,6,0,10,6,24
324,10,2,80,11275,3,65,55,6,50,8,16,3,300.0,3,12,710,0,2978,5,11,1,4,2.5,1898,1080,4,15,1,0,240,564,0,4,6,0,10,6,49
325,6,2,45,5000,3,65,70,3,80,4,9,0,0.0,3,9,720,0,803,2,5,1,3,1.0,803,0,0,3,0,244,0,360,0,4,3,0,10,6,30
326,10,2,120,10846,3,85,50,3,80,16,12,0,0.0,4,12,1719,0,1719,1,6,1,4,1.5,1719,0,8,15,1,30,122,473,0,4,6,0,5,6,40
327,10,2,20,11600,3,65,50,5,80,8,9,3,175.0,3,9,1383,0,1383,3,7,1,3,1.5,1383,0,0,9,1,45,0,292,0,4,6,0,10,6,30
328,10,2,75,11888,3,65,90,3,80,9,9,0,0.0,2,9,844,0,2134,5,10,1,4,2.0,1445,689,0,12,0,328,0,441,0,4,4,0,10,6,36
329,6,2,70,6402,3,65,80,3,80,9,9,0,0.0,4,9,596,0,1192,3,6,1,3,1.0,596,596,0,9,0,137,0,189,0,4,6,0,10,6,25
330,10,2,90,10624,3,75,50,3,80,12,9,3,84.0,3,9,1728,0,1728,6,10,2,3,2.0,1728,0,0,9,1,0,155,352,0,4,6,0,10,6,20
331,10,2,20,8176,3,65,50,3,80,8,9,0,0.0,3,9,1056,0,1056,3,6,1,3,1.0,1056,0,0,6,1,0,0,308,0,4,6,0,10,6,30
332,10,2,20,10655,3,65,50,3,80,36,12,3,296.0,4,12,3206,0,1629,3,7,1,4,2.0,1629,0,4,15,1,0,0,880,0,4,6,0,10,6,40
333,6,2,120,8198,3,85,50,3,80,36,12,5,146.0,4,12,1358,0,1358,2,6,1,4,2.0,1358,0,4,15,1,30,192,484,0,4,6,0,10,6,35
334,10,2,60,9042,3,65,80,3,80,36,9,0,0.0,4,12,943,0,1638,3,7,1,3,2.5,943,695,6,12,1,38,100,472,0,4,6,0,10,6,30
335,10,1,190,164660,1,70,75,3,80,22,9,0,0.0,3,9,1499,0,1786,3,7,1,3,2.0,1619,167,8,15,1,0,670,529,0,4,6,700,10,6,30
336,10,2,20,14157,3,65,50,5,80,36,12,5,200.0,4,15,1922,0,1922,3,8,1,4,2.0,1922,0,4,15,1,51,178,676,0,4,6,0,10,6,45
337,10,2,20,9135,3,65,50,3,80,36,12,3,113.0,4,12,1536,0,1536,3,7,1,4,2.0,1536,0,0,15,1,74,192,532,0,4,6,0,10,6,35
338,10,2,20,14145,3,65,50,3,80,8,12,0,0.0,3,12,1208,0,1621,3,8,1,4,2.0,1621,0,0,15,1,45,108,440,0,4,6,400,10,6,49
339,10,2,20,12400,3,65,50,5,80,8,9,3,176.0,3,6,1215,0,1215,3,6,1,3,1.0,1215,0,0,9,1,234,0,297,0,4,4,0,10,6,42
340,10,2,60,14191,3,65,80,3,80,36,12,0,0.0,4,12,967,0,1908,4,9,1,4,2.5,993,915,0,15,1,0,135,431,0,4,6,0,10,6,40
341,4,2,20,8400,3,65,50,3,80,7,4,0,0.0,3,6,721,0,841,2,4,1,3,1.0,841,0,0,12,1,24,250,294,0,4,6,0,10,6,16
342,10,2,90,8544,3,75,50,3,80,34,9,3,340.0,5,9,0,0,1040,2,6,2,3,2.0,1040,0,0,8,0,0,0,400,0,4,4,0,10,6,12
343,10,2,120,8849,3,85,50,5,80,4,15,3,616.0,4,15,1684,0,1684,2,6,1,5,2.0,1684,0,5,15,1,72,495,564,0,4,6,0,10,6,45
344,6,2,160,2592,3,85,80,3,80,20,9,0,0.0,3,12,536,0,1112,3,4,1,3,1.5,536,576,0,9,1,0,182,336,0,4,6,0,10,6,15
345,10,2,50,6435,3,65,75,3,80,4,9,0,0.0,2,9,972,0,1577,3,6,1,2,1.0,972,605,4,12,1,0,0,312,0,4,6,0,10,6,30
346,10,2,20,12772,3,65,50,5,80,4,12,0,0.0,3,9,958,0,958,2,5,1,3,1.0,958,0,0,9,1,0,0,301,0,4,6,15500,10,6,48
347,10,2,20,17600,3,65,50,3,80,8,9,3,30.0,3,9,1478,0,1478,3,6,1,3,2.0,1478,0,8,15,1,40,0,498,0,4,4,0,10,6,30
348,10,2,160,2448,3,80,80,3,80,23,12,5,106.0,4,12,764,0,1626,2,6,1,4,2.5,764,862,0,15,1,27,0,474,0,4,6,0,10,6,35
349,10,2,60,20431,3,65,80,5,80,20,15,3,870.0,4,15,1848,0,2728,4,10,1,5,2.5,1848,880,10,15,1,0,0,706,0,4,6,0,7,2,45
350,10,2,120,7820,3,85,50,5,80,4,15,3,362.0,4,15,1869,0,1869,2,6,1,5,2.0,1869,0,4,15,1,54,210,617,0,4,6,0,7,2,45
351,10,2,120,5271,2,65,50,3,80,8,9,0,0.0,4,12,1453,0,1453,2,6,1,4,1.5,1453,0,3,12,1,264,0,445,0,4,6,0,10,1,35
352,10,2,50,9084,3,65,75,3,80,36,9,0,0.0,3,6,616,0,1111,3,5,1,3,1.0,616,495,0,9,0,0,48,200,0,4,6,0,4,6,30
353,6,2,30,8520,3,65,50,3,80,36,12,0,0.0,2,9,624,0,720,2,5,1,3,1.0,720,0,0,12,1,0,106,484,0,4,6,0,10,6,48
354,10,2,50,8400,3,65,75,3,80,6,9,0,0.0,3,9,940,0,1595,2,6,1,3,1.0,1192,403,8,15,1,108,0,240,0,4,6,0,10,6,30
355,10,2,20,11249,3,65,50,3,80,36,16,0,0.0,4,16,1200,0,1200,3,6,1,4,2.0,1200,0,0,15,1,26,0,521,0,4,6,0,10,6,30
356,10,2,20,9248,3,65,50,3,80,12,9,3,106.0,4,12,1158,0,1167,3,6,1,4,2.0,1167,0,0,12,1,26,120,400,0,4,6,0,10,6,36
357,6,2,120,4224,3,85,50,3,80,20,9,0,0.0,4,12,1142,0,1142,3,6,1,3,1.5,1142,0,1,9,1,90,536,528,0,4,6,0,10,6,25
358,10,2,80,6930,3,65,55,5,80,20,9,3,120.0,3,9,1062,0,1352,3,6,1,4,1.0,1352,0,0,15,1,294,168,288,0,4,3,0,10,1,20
359,10,2,60,12011,3,65,80,3,80,36,12,3,530.0,4,12,1086,0,1924,3,7,1,4,2.5,1086,838,3,15,1,449,208,592,0,4,6,0,10,6,40
360,10,2,85,7540,3,65,65,3,80,36,9,0,0.0,3,12,888,0,912,2,5,1,3,1.0,912,0,3,15,1,192,0,470,0,4,6,0,10,6,36
361,10,2,50,9144,3,65,75,3,80,4,9,0,0.0,3,9,883,0,1505,3,8,1,3,1.0,988,517,0,12,1,0,0,240,0,4,6,0,10,6,25
362,10,2,85,7301,3,65,65,3,80,12,12,3,500.0,5,9,0,0,1922,4,7,1,4,3.0,495,1427,5,15,1,177,0,672,0,4,6,0,2,6,35
363,6,2,160,1680,3,80,80,3,80,12,9,3,510.0,3,9,483,0,987,2,5,1,4,1.5,483,504,0,12,1,0,250,264,0,4,6,0,10,6,48
364,10,2,60,18800,3,65,80,3,80,12,9,3,120.0,4,12,796,0,1574,3,6,1,3,2.5,790,784,3,9,1,111,306,566,0,4,6,0,10,6,30
365,6,2,70,10690,3,65,80,5,80,36,12,0,0.0,3,6,672,0,1344,3,6,1,3,1.0,672,672,0,12,1,346,0,468,0,4,4,0,10,6,35
366,10,2,20,9500,3,65,50,3,80,22,9,3,247.0,3,12,1394,0,1394,3,6,1,3,1.5,1394,0,8,12,1,261,0,514,0,4,6,0,10,6,30
367,10,2,80,9150,3,65,55,3,55,22,9,3,305.0,3,12,1099,0,1431,3,6,1,3,1.0,1431,0,4,12,1,110,64,296,0,4,6,0,10,6,30
368,10,2,20,7800,3,65,50,3,80,12,9,3,200.0,4,9,1268,0,1268,2,7,1,3,1.0,1268,0,4,12,1,98,0,244,0,4,6,0,10,6,30
369,10,2,20,9830,3,65,50,3,80,8,12,0,0.0,3,9,1063,0,1287,3,7,1,4,1.0,1287,0,4,15,1,199,364,576,0,4,6,0,10,6,35
370,10,2,60,8121,3,65,80,3,80,36,9,0,0.0,4,12,953,0,1664,3,7,1,3,2.5,953,711,3,15,1,40,100,460,0,4,6,0,10,6,30
371,10,2,50,17120,3,65,75,3,80,16,9,0,0.0,3,9,0,0,1588,4,7,1,3,2.0,1120,468,4,9,1,59,0,680,0,4,6,0,10,6,16
372,10,2,120,7175,3,85,50,3,80,22,9,0,0.0,3,12,744,0,752,2,4,1,3,1.0,752,0,0,9,1,90,353,264,0,4,6,0,10,6,30
373,10,2,20,10634,3,65,50,3,80,4,9,0,0.0,4,9,608,0,1319,3,5,1,3,1.0,1319,0,0,9,1,0,66,270,0,4,6,0,10,6,30
374,10,2,60,8200,3,65,80,3,80,36,12,0,0.0,4,12,847,0,1928,4,8,1,4,2.5,847,1081,4,15,1,48,100,434,0,4,6,0,10,6,35
375,10,2,30,10020,1,65,50,3,80,8,4,0,0.0,2,2,683,0,904,1,4,1,2,0.5,904,0,0,12,0,0,0,0,0,4,4,0,10,6,1
376,10,2,85,8846,3,65,65,3,80,36,12,0,0.0,4,12,870,0,914,2,5,1,3,1.0,914,0,0,15,1,0,0,576,0,4,6,0,10,6,25
377,1,2,60,11143,3,65,80,3,80,20,12,0,0.0,4,12,1580,0,2466,4,8,1,4,3.0,1580,886,4,15,1,214,159,610,0,4,6,0,10,6,40
378,10,2,20,11394,3,65,50,5,80,36,12,5,350.0,4,15,1856,0,1856,1,8,1,5,1.5,1856,0,5,15,1,0,113,834,0,4,6,0,7,2,18
379,10,2,60,8123,3,65,80,3,80,36,9,3,16.0,4,12,982,0,1800,3,7,1,3,2.5,1007,793,3,15,1,63,100,463,0,4,6,0,10,6,30
380,10,2,50,5000,3,65,75,3,80,12,9,0,0.0,2,9,1026,0,1691,3,6,1,4,2.0,1026,665,4,9,1,242,0,308,0,4,6,0,10,6,30
381,1,2,20,7200,3,65,50,3,80,36,12,0,0.0,4,16,1293,0,1301,2,5,1,4,2.0,1301,0,4,15,1,121,216,572,0,4,6,0,7,2,35
382,10,2,60,9245,3,65,80,3,80,36,12,0,0.0,4,12,939,0,1797,3,8,1,4,2.5,939,858,0,15,1,53,144,639,0,4,6,0,10,6,35
383,4,2,45,9000,3,65,70,3,80,8,9,0,0.0,2,4,784,0,784,2,5,1,3,1.0,784,0,0,9,0,91,0,360,0,4,4,0,10,6,18
384,10,2,60,53107,2,65,80,3,80,12,12,0,0.0,4,12,1580,0,1953,3,9,1,4,2.5,1079,874,4,15,1,231,216,501,0,4,6,0,10,6,30
385,10,2,120,3182,3,85,50,3,80,36,12,3,16.0,4,12,1256,0,1269,2,6,1,4,2.0,1269,0,3,15,1,164,146,430,0,4,6,0,10,6,40
386,10,2,50,8410,3,65,75,2,80,22,6,0,0.0,4,9,658,0,1184,5,8,1,3,1.0,658,526,0,9,1,151,0,0,0,4,6,0,10,5,15
387,10,2,80,7200,3,65,55,5,80,4,9,3,255.0,3,9,1041,0,1125,3,6,1,3,1.0,1125,0,2,15,1,0,296,352,0,4,6,0,10,1,36
388,10,2,20,9382,3,65,50,3,80,36,12,3,125.0,4,12,1468,0,1479,3,6,1,4,2.0,1479,0,0,15,1,25,120,577,0,4,6,0,10,6,35
389,10,2,60,12474,3,65,80,3,80,36,15,5,272.0,4,15,1682,0,2332,3,9,1,5,2.5,1742,590,5,15,1,134,196,846,0,4,6,0,7,2,50
390,10,2,50,8405,3,65,75,3,80,4,9,0,0.0,2,12,861,0,1367,4,7,1,3,1.0,961,406,0,15,1,242,0,384,0,4,6,0,10,6,40
391,10,2,60,12209,3,65,80,3,80,36,9,0,0.0,4,15,804,0,1961,3,7,1,4,2.5,804,1157,3,15,1,192,125,560,0,4,6,0,10,6,30
392,10,2,20,8339,3,65,50,3,80,4,9,0,0.0,5,9,0,0,882,3,5,1,3,1.0,882,0,0,9,1,0,0,294,0,4,6,1200,10,6,35
393,10,2,30,7446,3,65,50,3,80,10,9,0,0.0,3,9,788,0,788,2,4,1,3,1.0,788,0,6,9,1,0,0,0,0,4,4,0,10,1,20
394,10,2,50,10134,3,65,75,3,80,4,9,0,0.0,3,9,735,0,1034,2,5,1,3,1.0,735,299,0,12,1,39,0,240,0,4,4,0,10,6,30
395,10,2,20,9571,3,65,50,3,80,8,9,0,0.0,3,9,1144,0,1144,3,6,1,3,1.0,1144,0,0,9,1,0,44,596,0,4,6,0,10,6,30
396,10,2,20,7200,3,65,50,5,80,4,9,0,0.0,3,9,894,0,894,2,6,1,3,1.0,894,0,0,9,1,0,215,600,0,4,6,0,10,6,25
397,10,2,60,7590,3,65,80,3,80,36,9,3,288.0,3,9,864,0,1812,4,8,1,3,2.0,876,936,3,9,1,168,0,264,0,4,6,0,10,6,25
398,6,2,30,8967,3,65,50,3,80,4,6,0,0.0,2,2,961,0,1077,2,6,1,3,1.0,1077,0,0,12,1,0,0,338,0,4,5,0,10,1,10
399,1,2,60,8125,3,65,80,3,80,20,12,5,100.0,4,12,1092,0,1550,2,7,1,4,2.0,1112,438,0,15,1,168,0,438,0,4,6,0,10,6,35
400,10,2,120,14963,3,85,50,3,80,16,12,0,0.0,4,12,1260,0,1288,1,4,1,5,1.5,1288,0,8,15,1,254,120,500,0,4,6,0,10,6,40
401,10,2,20,8767,3,65,50,3,80,36,12,0,0.0,4,12,1310,0,1310,3,6,1,4,2.0,1310,0,4,15,1,0,0,400,0,4,6,0,7,2,35
402,10,2,30,10200,3,65,50,3,80,8,9,0,0.0,4,9,672,0,672,2,4,1,3,1.0,672,0,0,15,1,0,168,240,0,4,6,0,10,6,40
403,10,2,60,12090,3,65,80,5,80,36,12,3,650.0,4,12,1141,0,2263,4,10,1,4,2.5,1165,1098,3,12,1,123,144,420,0,4,6,0,10,1,40
404,10,2,60,10364,3,65,80,3,80,4,9,0,0.0,4,12,806,0,1572,3,7,1,3,2.5,806,766,3,12,1,40,0,373,0,4,6,0,10,6,30
405,10,2,20,9991,3,65,50,3,80,22,9,0,0.0,3,9,1281,0,1620,3,8,1,3,2.0,1620,0,3,15,1,78,120,490,0,4,6,0,10,6,16
406,10,2,50,10480,3,65,75,3,80,4,9,0,0.0,2,9,1064,473,1639,3,6,1,3,1.0,1166,0,0,15,1,0,0,240,0,4,4,0,10,6,30
407,10,2,70,15576,3,65,80,3,80,15,9,0,0.0,2,12,840,0,1680,4,8,1,3,2.0,840,840,0,15,1,160,0,308,0,4,6,0,10,6,42
408,10,2,60,14154,3,65,80,3,80,36,12,3,350.0,4,20,1063,0,2172,3,9,1,4,2.5,1071,1101,4,15,1,62,192,947,0,4,6,0,7,2,35
409,1,2,60,10800,3,65,80,3,80,36,12,5,100.0,4,15,1034,0,2078,3,8,1,5,2.5,1050,1028,4,15,1,102,0,836,0,4,6,0,7,2,40
410,10,2,20,9571,3,65,50,3,80,14,6,0,0.0,3,6,1276,0,1276,3,5,1,3,1.0,1276,0,0,9,1,0,0,350,0,4,4,0,6,1,15
411,10,2,190,34650,3,70,50,5,80,8,9,0,0.0,3,9,1056,0,1056,3,5,1,3,1.0,1056,0,0,9,0,0,264,572,0,4,6,0,10,6,25
412,1,2,20,4403,3,65,50,3,80,4,15,5,432.0,4,15,1470,0,1478,2,7,1,4,2.5,1478,0,4,15,1,144,0,484,0,4,6,0,7,2,35
413,6,2,30,8960,3,65,50,3,80,10,9,0,0.0,3,9,1008,0,1028,2,5,1,3,1.0,1028,0,4,12,1,130,0,360,0,4,4,0,10,6,30
414,10,2,60,11228,3,65,80,3,80,36,12,0,0.0,4,12,1080,0,2097,3,9,1,4,2.5,1080,1017,3,15,1,187,196,678,0,4,6,0,10,6,35
415,10,2,20,8899,3,65,50,3,80,36,12,0,0.0,4,12,1340,0,1340,3,6,1,4,2.0,1340,0,0,15,1,30,100,396,0,4,6,0,7,2,35
416,10,2,60,7844,3,65,80,5,80,12,9,3,203.0,3,9,672,0,1400,3,6,1,3,1.5,672,728,3,9,1,0,0,440,0,4,6,0,10,6,42
417,10,2,70,22420,3,65,80,5,80,21,9,0,0.0,2,12,1370,0,2624,4,10,1,3,2.5,1370,1254,4,6,0,0,0,864,0,4,4,0,10,6,36
418,10,2,50,8160,3,65,75,3,80,4,9,0,0.0,2,9,756,0,1134,3,7,1,3,1.5,756,378,0,6,0,0,0,240,0,4,3,0,10,5,30
419,10,2,20,8450,3,65,50,3,80,36,9,0,0.0,3,9,1056,0,1056,3,6,1,3,1.0,1056,0,2,15,1,269,0,304,0,4,6,0,10,6,30
420,6,2,90,7060,3,75,65,3,80,36,12,3,200.0,4,16,1344,0,1344,2,8,2,3,2.0,1344,0,0,15,1,0,0,784,0,4,6,0,10,3,35
421,10,2,20,16635,3,65,50,3,80,20,12,5,126.0,3,12,1602,0,1602,3,8,1,4,2.0,1602,0,3,12,1,0,240,529,0,4,6,0,10,6,42
422,10,2,20,21750,2,65,50,5,80,12,9,0,0.0,3,9,988,0,988,2,4,1,3,1.0,988,0,0,15,1,0,0,520,0,4,4,0,10,6,25
423,10,2,60,9200,3,65,80,3,80,36,12,3,473.0,4,12,1470,0,2630,4,8,1,4,2.5,1470,1160,3,12,1,66,0,696,0,4,6,0,10,6,40
424,10,2,20,9000,3,65,50,3,80,8,9,3,74.0,3,12,1196,0,1196,2,6,1,3,1.0,1196,0,4,12,1,44,0,297,0,4,4,0,10,6,30
425,6,2,60,3378,3,65,80,3,80,12,12,0,0.0,3,9,651,0,1389,3,6,1,3,1.5,707,682,8,12,1,126,0,240,0,4,6,0,10,6,56
426,10,2,80,12800,2,65,55,3,80,8,12,3,145.0,4,12,1518,0,1644,2,5,1,4,2.0,1644,0,3,12,1,396,80,569,0,4,6,0,10,6,35
427,10,2,20,8593,3,65,50,5,80,4,9,0,0.0,3,9,907,0,907,3,5,1,3,1.0,907,0,0,15,1,0,0,352,0,4,6,0,10,6,24
428,10,2,20,6762,3,65,50,3,80,36,12,3,108.0,4,12,1208,0,1208,2,6,1,4,2.0,1208,0,0,15,1,54,105,628,0,4,6,0,7,2,35
429,10,2,20,11457,3,65,50,3,80,12,9,0,0.0,3,12,1392,0,1412,3,6,1,4,2.0,1412,0,3,9,1,169,0,576,0,4,6,0,10,6,30
430,6,2,160,1680,3,80,80,3,80,12,9,3,232.0,3,9,483,0,987,2,4,1,3,1.5,483,504,0,9,1,0,0,264,0,4,6,0,6,1,30
431,6,2,50,5586,3,65,75,3,80,4,9,0,0.0,2,9,901,0,1198,4,7,1,3,1.0,1088,110,0,12,1,98,0,0,0,4,6,0,2,1,42
432,6,2,160,1920,3,85,80,3,80,12,9,3,376.0,3,9,765,0,1365,2,6,1,3,1.5,765,600,0,15,1,36,240,440,0,4,6,0,10,6,25
433,10,2,60,10839,3,65,80,3,80,36,9,0,0.0,4,12,926,0,1604,3,7,1,3,2.5,926,678,3,15,1,36,0,470,0,4,6,0,10,6,30
434,6,2,180,1890,3,80,65,3,80,20,12,0,0.0,3,12,630,0,630,1,3,1,3,1.0,630,0,0,12,1,0,88,0,0,4,6,0,10,6,28
435,10,2,60,10667,3,65,80,3,80,36,12,0,0.0,4,12,799,0,1661,3,6,1,4,2.5,827,834,3,15,1,61,158,550,0,4,6,0,4,6,42
436,6,2,50,4400,3,65,75,3,80,34,9,0,0.0,2,6,648,0,1118,2,6,1,3,1.0,734,384,0,9,1,0,0,440,0,4,4,0,10,6,48
437,6,2,45,6000,3,65,70,3,80,8,12,0,0.0,4,9,884,0,904,2,4,1,3,1.0,904,0,0,12,1,105,0,180,0,4,6,0,10,6,42
438,10,2,30,4280,3,65,50,3,80,22,9,0,0.0,4,9,440,0,694,2,4,1,4,1.0,694,0,4,9,0,34,0,352,0,4,6,0,10,6,30
439,10,2,50,12354,3,65,75,3,80,8,9,0,0.0,2,6,684,0,1196,3,7,1,4,1.0,684,512,0,12,1,46,0,528,0,4,6,800,3,6,48
440,10,2,20,15431,3,65,50,5,80,36,15,5,200.0,4,15,3094,0,2402,2,10,1,5,2.0,2402,0,8,15,1,242,0,672,0,4,6,0,10,6,50
441,10,2,90,12108,3,75,50,3,80,36,9,3,270.0,3,9,1440,0,1440,4,8,2,2,2.0,1440,0,0,9,0,0,0,0,0,4,3,0,10,6,16
442,6,2,50,6240,3,65,75,3,80,4,9,0,0.0,4,9,1078,0,1573,3,8,1,3,2.0,1128,445,4,9,1,0,0,360,0,4,6,0,10,6,35
443,10,2,120,3922,3,85,50,3,80,10,12,3,72.0,4,15,1258,0,1258,2,6,1,4,2.0,1258,0,4,15,1,16,144,648,0,4,6,0,7,2,35
444,10,2,60,8750,3,65,80,3,80,36,16,0,0.0,4,12,915,0,1908,4,8,1,4,2.5,933,975,3,15,1,133,144,493,0,4,6,0,10,6,35
445,10,2,20,9855,3,65,50,5,80,8,9,0,0.0,3,9,1436,0,1689,3,7,1,3,1.0,1689,0,4,6,1,0,0,480,0,4,6,0,6,6,30
446,10,2,20,16492,3,65,50,3,80,19,12,0,0.0,3,9,1517,0,1888,2,6,1,4,2.5,1888,0,4,15,1,0,0,578,0,4,6,0,10,6,36
447,10,2,60,11214,3,65,80,3,80,36,12,0,0.0,4,12,930,0,1886,4,10,1,4,2.5,956,930,3,12,1,0,89,431,0,4,6,0,10,6,35
448,6,2,50,8600,3,65,75,3,80,4,9,0,0.0,2,9,780,0,1376,3,7,1,3,2.0,780,596,4,9,1,0,0,198,0,4,6,0,10,6,36
449,6,2,50,6000,3,65,75,3,80,4,12,0,0.0,3,9,649,0,1183,2,6,1,3,1.5,679,504,0,15,1,176,0,308,0,4,6,0,10,6,21
450,6,2,30,5684,3,65,50,5,80,8,9,0,0.0,2,9,813,0,813,2,5,1,4,1.0,813,0,0,15,1,113,0,270,0,4,4,0,10,6,48
451,10,2,20,70761,2,65,50,3,45,22,9,0,0.0,3,12,1533,0,1533,2,5,1,4,2.0,1533,0,6,9,1,54,200,576,0,4,6,0,10,6,35
452,10,2,60,9303,3,65,80,5,80,36,12,3,42.0,4,15,872,0,1756,3,7,1,3,2.5,888,868,0,15,1,122,144,422,0,4,6,0,10,6,30
453,1,2,60,9000,3,65,80,3,80,36,12,0,0.0,4,12,768,0,1590,3,6,1,4,2.5,786,804,0,15,1,30,0,676,0,4,6,0,10,6,40
454,10,2,90,9297,3,75,50,3,80,22,9,0,0.0,3,9,1728,0,1728,4,8,2,3,2.0,1728,0,0,9,1,0,0,560,0,4,6,0,10,4,25
455,10,2,20,9600,3,65,50,5,80,12,9,3,320.0,3,9,1242,0,1242,3,6,1,3,1.5,1242,0,3,6,1,0,0,528,0,4,6,0,10,6,42
456,6,2,70,4571,3,65,80,3,80,6,9,0,0.0,2,9,624,0,1344,4,7,1,3,1.0,624,720,0,6,0,96,0,513,0,4,6,0,6,1,25
457,10,2,20,53227,2,65,50,4,55,22,9,0,0.0,3,12,1364,0,1663,2,6,1,4,1.0,1663,0,8,15,1,137,224,529,0,4,6,0,10,6,24
458,6,2,70,5100,3,65,80,5,80,22,12,0,0.0,4,9,588,0,1666,3,7,1,4,1.0,833,833,4,6,1,63,192,228,0,4,6,0,10,6,56
459,10,2,50,7015,3,65,75,3,80,4,9,4,161.0,3,9,709,0,1203,3,5,1,4,1.0,979,224,3,9,1,248,0,352,0,4,6,0,10,6,20
460,1,2,60,8004,3,65,80,3,80,36,12,5,110.0,4,12,832,0,1935,3,8,1,3,2.5,832,1103,0,15,1,150,0,552,0,4,6,0,7,2,40
461,10,2,70,7200,3,65,80,3,80,8,16,0,0.0,4,16,560,0,1135,3,6,1,4,1.0,575,560,0,15,1,0,256,576,0,4,6,0,10,6,63
462,10,2,20,8281,3,65,50,3,80,4,9,0,0.0,3,9,864,0,864,3,5,1,3,1.0,864,0,1,12,1,236,0,360,0,4,6,0,10,6,25
463,10,2,70,11988,2,65,80,5,80,34,9,0,0.0,3,9,715,0,1660,3,6,1,3,1.5,849,811,4,6,1,0,0,240,0,4,4,0,10,6,42
464,10,2,20,8430,2,65,50,3,80,12,9,3,136.0,3,12,1040,0,1040,3,5,1,3,2.0,1040,0,0,9,1,0,0,0,0,4,6,0,10,6,25
465,6,2,120,3072,3,85,50,5,80,36,12,3,18.0,4,12,1375,0,1414,2,6,1,4,2.0,1414,0,3,15,1,20,144,398,0,4,6,0,10,6,35
466,10,2,20,10628,3,65,50,4,55,22,12,0,0.0,3,12,1277,0,1277,2,5,1,3,1.0,1277,0,1,9,1,176,0,526,0,4,6,0,10,6,35
467,10,2,70,9480,3,65,80,3,80,4,9,5,224.0,3,9,728,0,1644,3,7,1,4,1.5,888,756,8,15,1,0,168,312,0,4,6,0,10,6,35
468,10,2,20,11428,3,65,50,3,80,36,12,5,248.0,4,12,1626,0,1634,3,7,1,4,2.0,1634,0,4,15,1,44,0,866,0,4,6,0,10,6,40
469,10,2,60,9291,3,65,80,3,80,12,12,3,120.0,4,12,832,0,1710,3,7,1,4,2.5,832,878,0,15,1,70,144,506,0,4,6,0,10,6,30
470,10,2,120,6820,3,85,50,3,80,12,12,0,0.0,4,12,1488,0,1502,1,4,1,4,1.5,1502,0,0,9,1,194,0,528,0,4,6,0,10,6,40
471,10,2,60,11952,3,65,80,6,50,16,9,0,0.0,3,12,808,0,1969,3,8,1,3,2.5,1161,808,4,9,1,276,0,534,0,4,6,0,10,6,42
472,6,2,180,3675,3,85,55,3,80,36,9,3,80.0,4,12,547,0,1072,2,5,1,3,1.0,1072,0,0,15,1,28,0,525,0,4,6,0,10,6,30
473,10,2,20,14977,3,65,50,3,80,36,12,3,304.0,4,15,1976,0,1976,2,7,1,4,2.0,1976,0,5,15,1,63,250,908,0,4,6,0,7,2,40
474,10,2,120,5330,3,85,50,3,80,20,12,0,0.0,4,12,1494,0,1652,2,6,1,5,2.0,1652,0,0,15,1,48,96,499,0,4,6,0,10,6,40
475,10,2,20,8480,3,65,50,5,80,12,9,0,0.0,3,9,970,0,970,2,5,1,3,1.0,970,0,0,9,1,216,0,624,0,4,6,0,10,6,30
476,10,2,20,13125,2,65,50,3,80,36,9,3,215.0,4,12,1478,0,1493,3,7,1,4,2.0,1493,0,3,15,1,39,140,508,0,4,6,0,10,6,30
477,10,2,60,13693,3,65,80,5,80,36,15,3,772.0,4,12,2153,0,2643,3,9,1,5,2.5,2069,574,4,15,1,84,414,694,0,4,6,0,10,6,45
478,10,2,20,10637,3,65,50,5,80,36,12,5,336.0,4,15,1705,0,1718,3,7,1,4,2.0,1718,0,4,15,1,44,208,826,0,4,6,0,10,6,40
